ts;event_type;action;summary;modul;status;provider;model;token_in;token_out;duration_ms
2026-03-27T17:28:58.330;kira;mail_classified;Your receipt from Anthropic, PBC #2525-0542-4060;mail_monitor;ok;;;;;
2026-03-27T17:28:58.291;kira;mail_classified;Your receipt from Anthropic, PBC #2525-0542-4060;mail_monitor;ok;;;;;
2026-03-27T17:28:58.240;kira;mail_classified;Your receipt from Anthropic, PBC #2045-7203-0466;mail_monitor;ok;;;;;
2026-03-27T17:28:58.203;kira;mail_classified;Your receipt from Anthropic, PBC #2045-7203-0466;mail_monitor;ok;;;;;
2026-03-27T17:28:58.055;kira;mail_classified;Your receipt from Anthropic, PBC #2316-3064-2375;mail_monitor;ok;;;;;
2026-03-27T17:28:58.017;kira;mail_classified;Your receipt from Anthropic, PBC #2316-3064-2375;mail_monitor;ok;;;;;
2026-03-27T17:28:57.978;kira;mail_classified;💡 Wichtige Infos zu Aufbewahrungsfristen, Betriebsprüfung leicht gemacht mit Lexware Office, Fristen;mail_monitor;ok;;;;;
2026-03-27T17:28:57.842;kira;mail_classified;Ihr Angebot von rauMKult Sichtbeton A-SB260094;mail_monitor;ok;;;;;
2026-03-27T17:28:51.548;kira;mail_classified;Re: AW: AW: Fwd:;mail_monitor;ok;;;;;
2026-03-27T17:28:51.493;kira;mail_classified;Re: AW: Fwd:;mail_monitor;ok;;;;;
2026-03-27T17:28:51.443;kira;mail_classified;Fwd:;mail_monitor;ok;;;;;
2026-03-27T17:28:50.399;kira;mail_classified;AW: Ihr Angebot von rauMKult Sichtbeton A-SB260094;mail_monitor;ok;;;;;
2026-03-27T17:28:50.352;kira;mail_classified;Ihr Angebot von rauMKult Sichtbeton A-SB260094;mail_monitor;ok;;;;;
2026-03-27T17:28:50.231;kira;mail_classified;Rechnung RE-SB260102 von rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:28:50.182;kira;mail_classified;Rechnung RE-SB260101 von rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:28:50.139;kira;mail_classified;Abschlagsrechnung RE-SB260099 von rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:28:50.096;kira;mail_classified;Auftragsbestätigung AB-SB260120 von rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:28:50.053;kira;mail_classified;Abschlagsrechnung RE-SB260099 von rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:28:50.014;kira;mail_classified;Ihr Angebot von rauMKult Sichtbeton A-SB260093;mail_monitor;ok;;;;;
2026-03-27T17:28:49.961;kira;mail_classified;Ihr Angebot von rauMKult Sichtbeton A-SB260092;mail_monitor;ok;;;;;
2026-03-27T17:28:49.836;kira;mail_classified;Fwd: 240613 Sp0299 Gb-MB Säulen bearbeiten ;mail_monitor;ok;;;;;
2026-03-27T17:28:48.961;kira;mail_classified;Rechnung RE-SB260098 von rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:28:48.922;kira;mail_classified;Rechnung RE-SB250096 von rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:28:48.848;kira;mail_classified;Rechnung RE-SB260097 von rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:28:48.809;kira;mail_classified;Rechnung RE-SB260097 von rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:28:48.769;kira;mail_classified;Rechnung RE-SB250095 von rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:28:48.726;kira;mail_classified;Rechnung RE-SB250095 von rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:28:18.840;kira;mail_classified;Dein Wissens-Boost: Webinare im kommenden Monat;mail_monitor;ok;;;;;
2026-03-27T17:28:18.772;kira;mail_classified;rauMKult® Sichtbeton - Zahlung eingegangen;mail_monitor;ok;;;;;
2026-03-27T17:28:18.706;kira;mail_classified;Zahlungen Eingegangen Leistungen rauMKult gesammelt;mail_monitor;ok;;;;;
2026-03-27T17:28:18.604;kira;mail_classified;rauMKult® Sichtbeton - Zahlung eingegangen;mail_monitor;ok;;;;;
2026-03-27T17:28:18.530;kira;mail_classified;Erinnerung: Ihr Bankkonto war nicht ausreichend gedeckt;mail_monitor;ok;;;;;
2026-03-27T17:28:18.465;kira;mail_classified;Login mit neuem Gerät;mail_monitor;ok;;;;;
2026-03-27T17:28:18.364;kira;mail_classified;Sie haben eine Zahlung an Connectify, Inc. autorisiert;mail_monitor;ok;;;;;
2026-03-27T17:28:18.275;kira;mail_classified;Unzureichende Deckung Ihres Bankkontos;mail_monitor;ok;;;;;
2026-03-27T17:28:18.207;kira;mail_classified;Ihre Bank hat Ihre Überweisung abgelehnt;mail_monitor;ok;;;;;
2026-03-27T17:28:18.127;kira;mail_classified;Fwd: Es befinden sich noch Artikel in Ihrem Warenkorb.;mail_monitor;ok;;;;;
2026-03-27T17:28:18.025;kira;mail_classified;multichannelday: Dein Vorteilspreis für DAS Event des Jahres;mail_monitor;ok;;;;;
2026-03-27T17:28:17.947;kira;mail_classified;Kostenlose PayPal Point-of-Sale-Hardware - unser Angebot für Sie!;mail_monitor;ok;;;;;
2026-03-27T17:28:17.885;kira;mail_classified;Hier ist die Prämie, auf die Sie gewartet haben;mail_monitor;ok;;;;;
2026-03-27T17:28:17.823;kira;mail_classified;Sie haben eine Zahlung an Avast Software s.r.o... autorisiert;mail_monitor;ok;;;;;
2026-03-27T17:28:17.755;kira;mail_classified;Sie haben Ihr AVG Internet Security-Abonnement verlängert;mail_monitor;ok;;;;;
2026-03-27T17:28:17.698;kira;mail_classified;rauMKult Sichtbeton - Unsere Leistung Ihre Meinung!;mail_monitor;ok;;;;;
2026-03-27T17:28:15.390;kira;mail_classified;Re: Anfrage Schleifstein;mail_monitor;ok;;;;;
2026-03-27T17:28:15.352;kira;mail_classified;AW: Bestellung;mail_monitor;ok;;;;;
2026-03-27T17:28:15.318;kira;mail_classified;AW: Mariensiel | Sichtestrich Retusche;mail_monitor;ok;;;;;
2026-03-27T17:28:15.283;kira;mail_classified;Re: Meine Bestellung - Produkt kann nicht in Warenkorb gelegt werden;mail_monitor;ok;;;;;
2026-03-27T17:28:15.223;kira;mail_classified;Re: Bestellbestätigung #USXL9 — rauMKult-Sichtbeton;mail_monitor;ok;;;;;
2026-03-27T17:28:15.043;kira;mail_classified;Fw: Neuer Sendungsstatus;mail_monitor;ok;;;;;
2026-03-27T17:28:15.009;kira;mail_classified;Fw: Neuer Sendungsstatus;mail_monitor;ok;;;;;
2026-03-27T17:28:14.975;kira;mail_classified;Re: Camping Wagner - Bestellung K20011-R6362850;mail_monitor;ok;;;;;
2026-03-27T17:28:14.942;kira;mail_classified;Re: Bestellbestätigung #JYBKQ — rauMKult® Shop;mail_monitor;ok;;;;;
2026-03-27T17:28:14.912;kira;mail_classified;Re: Fwd: Bestellbestätigung #JYBKQ — rauMKult® Shop;mail_monitor;ok;;;;;
2026-03-27T17:28:14.867;kira;mail_classified;Fw: [Wichtig-NO-REPLY] Ihre Bestellung Nr. 45716 vom 26.11.2025;mail_monitor;ok;;;;;
2026-03-27T17:28:14.830;kira;mail_classified;Fw: Versandbestätigung, Lieferschein und Rechnung zu Ihrer Bestellung 6436265 bei Camping Wagner;mail_monitor;ok;;;;;
2026-03-27T17:28:14.798;kira;mail_classified;Fw: GASPROFI | Rechnung und Lieferschein zu Auftrags-Nr. 795358 vom
 09.12.2025 -  [Wichtig];mail_monitor;ok;;;;;
2026-03-27T17:28:14.756;kira;mail_classified;Fw: GASPROFI | Rechnung und Sendungsverfolgung zu Ihrem Auftrag - Nr.
 795358;mail_monitor;ok;;;;;
2026-03-27T17:28:14.697;kira;mail_classified;Fw: [Billbee] Deine Rechnung 1046130;mail_monitor;ok;;;;;
2026-03-27T17:28:14.659;kira;mail_classified;Fw: [Wichtig-NO-REPLY] Ihre Bestellung Nr. 45716 vom 26.11.2025;mail_monitor;ok;;;;;
2026-03-27T17:28:14.615;kira;mail_classified;Fw: Bestellung CN45716 bestätigt;mail_monitor;ok;;;;;
2026-03-27T17:28:14.558;kira;mail_classified;Re: Neubau Sichtbetondecke optisch beziehungsweise kosmetisch
 aufwerten;mail_monitor;ok;;;;;
2026-03-27T17:28:14.495;kira;mail_classified;Fw: Bestellung WHDTZ(2) Zahlungsinformation bei Vorkasse;mail_monitor;ok;;;;;
2026-03-27T17:28:14.408;kira;mail_classified;Deine Bestellung;mail_monitor;ok;;;;;
2026-03-27T17:28:07.554;kira;mail_classified;Neue Betonkosmetik Anfrage (Landing) – Patric Kuhn;mail_monitor;ok;;;;;
2026-03-27T17:28:06.801;kira;mail_classified;Neue Betonkosmetik Anfrage (Landing) – Willy Widmaier;mail_monitor;ok;;;;;
2026-03-27T17:28:06.587;kira;mail_classified;Neue Betonkosmetik Anfrage (Landing) – Alice Knackfuss;mail_monitor;ok;;;;;
2026-03-27T17:28:05.912;kira;mail_classified;Neue Betonkosmetik Anfrage (Landing) – Kai Marienfeld;mail_monitor;ok;;;;;
2026-03-27T17:28:03.725;kira;mail_classified;Neue Betonkosmetik Anfrage (Landing) – Fabio Bisesi;mail_monitor;ok;;;;;
2026-03-27T17:28:03.675;kira;mail_classified;Neue Akademie Anfrage â Kai Marienfeld;mail_monitor;ok;;;;;
2026-03-27T17:27:09.905;kira;mail_classified;AW: Neue Betonkosmetik Anfrage (Landing) – Alice Knackfuss;mail_monitor;ok;;;;;
2026-03-27T17:27:09.869;kira;mail_classified;AW: Neue Betonkosmetik Anfrage (Landing) – Willy Widmaier;mail_monitor;ok;;;;;
2026-03-27T17:27:09.834;kira;mail_classified;AW: Neue Betonkosmetik Anfrage (Landing) – Alice Knackfuss;mail_monitor;ok;;;;;
2026-03-27T17:27:09.799;kira;mail_classified;AW: Neue Betonkosmetik Anfrage (Landing) – Alice Knackfuss;mail_monitor;ok;;;;;
2026-03-27T17:27:09.764;kira;mail_classified;Re: Tipp nach Sichtbetondecke schleifen;mail_monitor;ok;;;;;
2026-03-27T17:27:09.729;kira;mail_classified;AW: AW: Grundschule Bad Berka;mail_monitor;ok;;;;;
2026-03-27T17:27:09.675;kira;mail_classified;AW: Neue Betonkosmetik Anfrage (Landing) – Assem Chahrour;mail_monitor;ok;;;;;
2026-03-27T17:27:09.642;kira;mail_classified;AW: Tipp nach Sichtbetondecke schleifen;mail_monitor;ok;;;;;
2026-03-27T17:27:09.610;kira;mail_classified;AW: Anfrage Sichtbeton in Westdeutschland;mail_monitor;ok;;;;;
2026-03-27T17:27:09.422;kira;mail_classified;AW: Aw: AW: Neue Betonkosmetik Anfrage (Landing) – Anna Berres;mail_monitor;ok;;;;;
2026-03-27T17:27:09.383;kira;mail_classified;AW: AW: Grundschule Bad Berka;mail_monitor;ok;;;;;
2026-03-27T17:27:09.343;kira;mail_classified;AW: Allgemeine Anfrage – rauMKult;mail_monitor;ok;;;;;
2026-03-27T17:27:09.290;kira;mail_classified;AW: Neue Betonkosmetik Anfrage (Landing) – Fabio Bisesi;mail_monitor;ok;;;;;
2026-03-27T17:27:09.243;kira;mail_classified;AW: Anfrage Sichtbeton in Westdeutschland;mail_monitor;ok;;;;;
2026-03-27T17:27:09.063;kira;mail_classified;AW: Neue Betonkosmetik Anfrage (Landing) – Anna Berres;mail_monitor;ok;;;;;
2026-03-27T17:27:09.025;kira;mail_classified;AW: Neue Betonkosmetik Anfrage (Landing) – Andrea Möbius;mail_monitor;ok;;;;;
2026-03-27T17:27:08.990;kira;mail_classified;AW: Anfrage Sichtbeton in Westdeutschland;mail_monitor;ok;;;;;
2026-03-27T17:27:08.845;kira;mail_classified;✅ Manuelle Bestellung aus Admin Panel;mail_monitor;ok;;;;;
2026-03-27T17:27:08.811;kira;mail_classified;AW: Orionweg 24, GT: Zusatzinfos zur Betonwand;mail_monitor;ok;;;;;
2026-03-27T17:27:08.770;kira;mail_classified;AW: Orionweg 24, GT: Zusatzinfos zur Betonwand;mail_monitor;ok;;;;;
2026-03-27T17:26:57.027;kira;mail_classified;Get better results with prompt engineering;mail_monitor;ok;;;;;
2026-03-27T17:26:56.988;kira;mail_classified;Sie wurden in 2 Suchen gefunden;mail_monitor;ok;;;;;
2026-03-27T17:26:56.897;kira;mail_classified;Was Embodiment bewirkt;mail_monitor;ok;;;;;
2026-03-27T17:26:56.852;kira;mail_classified;Pflanzenkennzeichnung für eine erfolgreiche Frühjahrssaison 🌷;mail_monitor;ok;;;;;
2026-03-27T17:26:56.811;kira;mail_classified;Important Update to GitHub Copilot Interaction Data Usage Policy;mail_monitor;ok;;;;;
2026-03-27T17:26:56.780;kira;mail_classified;rauMKult® - pure surface art an Karfreitag geöffnet?;mail_monitor;ok;;;;;
2026-03-27T17:26:56.728;kira;mail_classified;Welcome to the Claude Platform;mail_monitor;ok;;;;;
2026-03-27T17:26:56.609;kira;mail_classified;Sicherheitswarnung;mail_monitor;ok;;;;;
2026-03-27T17:26:56.570;kira;mail_classified;Secure link to log in to the Claude Console |  2026-03-25 13:56:03;mail_monitor;ok;;;;;
2026-03-27T17:26:56.524;kira;mail_classified;Benachrichtigung über neue Anmeldung;mail_monitor;ok;;;;;
2026-03-27T17:26:56.487;kira;mail_classified;	Zahlung überwiesen an KRAVAG-Allgemeine Vers.AG;mail_monitor;ok;;;;;
2026-03-27T17:26:53.775;kira;mail_classified;Your receipt from Anthropic, PBC #2525-0542-4060;mail_monitor;ok;;;;;
2026-03-27T17:26:53.728;kira;mail_classified;Your receipt from Anthropic, PBC #2525-0542-4060;mail_monitor;ok;;;;;
2026-03-27T17:26:53.669;kira;mail_classified;Your receipt from Anthropic, PBC #2045-7203-0466;mail_monitor;ok;;;;;
2026-03-27T17:26:53.626;kira;mail_classified;Your receipt from Anthropic, PBC #2045-7203-0466;mail_monitor;ok;;;;;
2026-03-27T17:26:53.587;kira;mail_classified;Ihr Jahresabschluss und Steuererklärungen 2024;mail_monitor;ok;;;;;
2026-03-27T17:26:53.536;kira;mail_classified;Ihr Jahresabschluss und Steuererklärungen 2024;mail_monitor;ok;;;;;
2026-03-27T17:26:53.501;kira;mail_classified;Ihr Jahresabschluss und Steuererklärungen 2024;mail_monitor;ok;;;;;
2026-03-27T17:26:53.465;kira;mail_classified;Ihr Jahresabschluss und Steuererklärungen 2024;mail_monitor;ok;;;;;
2026-03-27T17:26:53.411;kira;mail_classified;Ihr Jahresabschluss und Steuererklärungen 2024;mail_monitor;ok;;;;;
2026-03-27T17:26:53.374;kira;mail_classified;Ihr Jahresabschluss und Steuererklärungen 2024;mail_monitor;ok;;;;;
2026-03-27T17:26:53.337;kira;mail_classified;Ihr Jahresabschluss und Steuererklärungen 2024;mail_monitor;ok;;;;;
2026-03-27T17:26:53.287;kira;mail_classified;Ihr Jahresabschluss und Steuererklärungen 2024;mail_monitor;ok;;;;;
2026-03-27T17:26:53.241;kira;mail_classified;Ihr Jahresabschluss und Steuererklärungen 2024;mail_monitor;ok;;;;;
2026-03-27T17:26:53.190;kira;mail_classified;Ihr Jahresabschluss und Steuererklärungen 2024;mail_monitor;ok;;;;;
2026-03-27T17:26:53.126;kira;mail_classified;Ihr Jahresabschluss und Steuererklärungen 2024;mail_monitor;ok;;;;;
2026-03-27T17:26:53.079;kira;mail_classified;Your receipt from Anthropic, PBC #2316-3064-2375;mail_monitor;ok;;;;;
2026-03-27T17:26:53.031;kira;mail_classified;Your receipt from Anthropic, PBC #2316-3064-2375;mail_monitor;ok;;;;;
2026-03-27T17:26:47.116;kira;mail_classified;Achtung. Wir haben bemerkt, dass Sie kürzlich eine große  Anzahl Dateien von Ihrem OneDrive gelöscht;mail_monitor;ok;;;;;
2026-03-27T17:26:47.072;kira;mail_classified;Betonkosmetik (de- de) " \ "Search Listening Alert: 6 " \ "new search
 terms";mail_monitor;ok;;;;;
2026-03-27T17:26:47.031;kira;mail_classified;Alice  Knackfuss-Defrenne hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgel;mail_monitor;ok;;;;;
2026-03-27T17:26:46.998;kira;mail_classified;Betonkosmetik (de- de) " \ "Search Listening Alert: 10 " \ "new
 search terms";mail_monitor;ok;;;;;
2026-03-27T17:26:46.962;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.927;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.890;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.853;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.816;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.779;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.740;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.702;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.665;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.625;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.591;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.556;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.524;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:46.489;kira;mail_classified;Stefan Huber hat neue Dateien zu Ihrer Anforderung für  "Anfrage Medien Upload" hochgeladen.;mail_monitor;ok;;;;;
2026-03-27T17:26:45.037;kira;mail_classified;Rückruf anfragenmit rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:26:45.002;kira;mail_classified;RE: rauMKult Sichtbeton® für Freude am Beton "Marc Legler und rauMKult® - pure surface art-20250926_;mail_monitor;ok;;;;;
2026-03-27T17:26:44.964;kira;mail_classified;rauMKult  Sichtbeton® für  Freude am Beton "Marc Legler und  rauMKult®  - pure surface art-20250926_;mail_monitor;ok;;;;;
2026-03-27T17:26:44.927;kira;mail_classified;rauMKult  Sichtbeton® für  Freude am Beton "Marc Legler und  rauMKult®  - pure surface art-20250926_;mail_monitor;ok;;;;;
2026-03-27T17:26:44.889;kira;mail_classified;geplante Besprechung;mail_monitor;ok;;;;;
2026-03-27T17:26:44.852;kira;mail_classified;Test;mail_monitor;ok;;;;;
2026-03-27T17:26:44.816;kira;mail_classified;Beratung;mail_monitor;ok;;;;;
2026-03-27T17:26:44.760;kira;mail_classified;Danke für das Gespräch & hilfreiche Videoempfehlung;mail_monitor;ok;;;;;
2026-03-27T17:26:44.710;kira;mail_classified;Anfrage Fugenlos - Mikrozement SPA Sachsenbaude Oberwiesenthal;mail_monitor;ok;;;;;
2026-03-27T17:26:44.643;kira;mail_classified;Re: Anfrage Sichtbetonwand Medler / 36041 Fulda ;mail_monitor;ok;;;;;
2026-03-27T17:26:44.512;kira;mail_classified;Re: Telefonnumer;mail_monitor;ok;;;;;
2026-03-27T17:26:44.455;kira;mail_classified;Telefonnumer;mail_monitor;ok;;;;;
2026-03-27T17:26:44.412;kira;mail_classified;Ihre Anfrage für Fugenlose Oberflächen im Bad;mail_monitor;ok;;;;;
2026-03-27T17:26:44.364;kira;mail_classified;Preis-Update zur Betonretusche | Neubau U-Bahn München;mail_monitor;ok;;;;;
2026-03-27T17:26:44.296;kira;mail_classified;Re: Erinnerung: Rückruf anfragen mit Fabian Bieringer am Montag, 26. Januar 2026 um 09:00 (Mitteleur;mail_monitor;ok;;;;;
2026-03-27T17:26:44.259;kira;mail_classified;Rückruf anfragenmit rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:26:44.224;kira;mail_classified;Rückruf anfragenmit rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:26:44.188;kira;mail_classified;Abgesagt: Erstgespräch 'Betonkosmetik' : Ihr Projekt beginnt hiermit rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:26:44.154;kira;mail_classified;Erstgespräch 'Betonkosmetik' : Ihr Projekt beginnt hiermit rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:26:44.116;kira;mail_classified;Abgesagt: Erstgespräch 'Betonkosmetik' : Ihr Projekt beginnt hiermit rauMKult® - pure surface art;mail_monitor;ok;;;;;
2026-03-27T17:23:46.850;ui;kira_workspace_closed;Kira Workspace geschlossen;ui;ok;;;;;
2026-03-27T17:23:35.965;ui;kira_workspace_open;Kira Workspace geoeffnet;ui;ok;;;;;
2026-03-27T17:21:34.520;kira;mail_classified;Your receipt from Anthropic, PBC #2525-0542-4060;mail_monitor;ok;;;;;
2026-03-27T17:21:34.482;kira;mail_classified;Your receipt from Anthropic, PBC #2525-0542-4060;mail_monitor;ok;;;;;
2026-03-27T17:21:34.446;kira;mail_classified;Your receipt from Anthropic, PBC #2045-7203-0466;mail_monitor;ok;;;;;
2026-03-27T17:21:34.411;kira;mail_classified;Your receipt from Anthropic, PBC #2045-7203-0466;mail_monitor;ok;;;;;
2026-03-27T17:21:34.296;kira;mail_classified;Your receipt from Anthropic, PBC #2316-3064-2375;mail_monitor;ok;;;;;
2026-03-27T17:21:34.261;kira;mail_classified;Your receipt from Anthropic, PBC #2316-3064-2375;mail_monitor;ok;;;;;
2026-03-27T17:21:34.227;kira;mail_classified;💡 Wichtige Infos zu Aufbewahrungsfristen, Betriebsprüfung leicht gemacht mit Lexware Office, Fristen;mail_monitor;ok;;;;;
2026-03-27T17:21:34.114;kira;mail_classified;Ihr Angebot von rauMKult Sichtbeton A-SB260094;mail_monitor;ok;;;;;
2026-03-27T17:21:32.905;ui;kira_workspace_closed;Kira Workspace geschlossen;ui;ok;;;;;
